movie_name,language,year_of_release,maturity_rating,total_running_time_minutes,imdb_ratings
Antim Swash Sundar,Bengali,2010,NR,103,5.7
Badlapur,Hindi,2015,NR,134,7.4
"An American Girl Story: Summer Camp, Friends For Life [Ultra HD]",English,2017,All,32,6.4
Dreams,Tamil,2004,13+,149,5.5
Lucy,English,2014,18+,89,6.4
Kurra Chestalu,Telugu,1994,NR,146,0
Pita Putra,Bengali,None,NR,129,0
10 Kalpanakal,Malayalam,2016,13+,123,5.8
The Trip to Bountiful,English,1985,7+,107,7.5
Humraaz,Hindi,2002,13+,166,6.4
Dead Drop,Hindi,2013,NR,86,0
Sathi Amaar Bondhu Amar,Bengali,2017,13+,134,0
Varaprasadham,Tamil,1976,NR,147,0
The Little Traitor,English,2009,13+,89,7
Bad Boys,Hindi,1995,13+,118,6.9
Aadi Lakshmi Puraana,Kannada,2019,13+,121,6.4
Royal Deceit,English,1994,18+,107,5.6
GIRGITLE,Kannada,2019,18+,146,6.4
Overcomer,English,2019,7+,119,6.7
Desaadanam,Malayalam,1996,All,130,7.2
Blue Moon,Kannada,2013,NR,109,7.7
Kala Bazaar,Hindi,1989,All,144,5.5
Debdoot,Bengali,2017,13+,151,0
Bojhena Shey Bojhena,Bengali,2018,13+,140,7.6
Raja Rishi Viswamithrudu,Telugu,1985,NR,144,0
Men in Black,Hindi,1997,13+,97,7.3
Vinci Da,Bengali,2019,16+,113,7.3
Benedictine Monastery in Abu Ghosh,English,2020,13+,26,0
The Upside,English,2019,16+,125,7
Aakhri Deal,Hindi,2013,NR,99,0
Noni Gopaler Biye,Bengali,1973,NR,122,0
Kelor Kirti,Bengali,2017,13+,153,4.2
Fidaa,Bengali,2018,13+,146,4.9
War (Hindi),Hindi,2019,13+,151,6.5
Anveshanam,Malayalam,2020,All,99,6
The Defender,Bengali,2004,18+,87,4.9
PlayMe Burlesque,English,2019,13+,50,5.8
Kareeb,Hindi,1998,All,148,6.5
Sex and Broadcasting,English,2014,NR,78,6.8
Middle Class Melodies,Telugu,2020,16+,135,7.7
Arcadia,English,2012,16+,91,0
Ji Chahta Hai,Hindi,None,NR,99,5.9
Don't Breathe,English,2016,18+,88,7.1
Appudala Ippudila,Telugu,2016,All,131,0
Banglar Bodhu,Bengali,1998,NR,159,0
Oru Maravathoor Kanavu,Malayalam,1998,All,131,6.9
Adimurai,Kannada,2020,All,140,5.7
Second Best,English,1994,13+,105,6.8
Yaare Neenu Cheluve,Kannada,1998,13+,140,8
Ghawre Bairey Aaj,Bengali,2019,16+,133,6.3
The Incredible Hulk,Hindi,2008,13+,112,6.7
Onnum Mindatha Bharya,Malayalam,1984,NR,144,0
Anokha Milan,Hindi,1972,NR,125,6.3
Dekh Kemon Lage,Bengali,2018,13+,138,4.3
Australia on Fire,English,2020,13+,57,0
Bermuda Tentacles ( English ),English,2014,All,85,3.5
Pathey Holo Deri,Bengali,None,NR,125,7.8
Amish Grace,English,2010,13+,88,7.1
Theeran Adhigaaram Ondru,Tamil,2017,13+,156,8.2
Thayiya Madilalli,Kannada,1981,NR,153,0
Harry Potter and the Deathly Hallows: Part 1,English,2010,13+,146,7.7
Winner,Tamil,2003,13+,145,6.3
Another 48 Hrs.,English,1990,18+,95,5.9
Aruvi,Tamil,2017,13+,130,8.5
Malibu Shark Attack,Telugu,2009,18+,86,3.2
Chakravarthy,Tamil,1995,NR,134,7
Phuntroo,Marathi,2016,NR,130,5.5
Shah Jahan Regency,Bengali,2019,13+,153,6.5
Bakrid,Tamil,2019,All,118,7.3
Bindur Chheley,Bengali,1973,NR,109,0
Jumper,English,2008,13+,88,6.1
Aradhana,Hindi,None,All,158,7.6
Suraj,Hindi,None,All,162,6.7
Yevadu,Telugu,2014,13+,165,5.6
Badaltey Rishtey,Hindi,1978,All,136,6.8
Pata Nahi Rabb Kehdeyan Rangan Ch Raazi,Punjabi,2012,All,153,6.5
Thudarkadha,Malayalam,1991,NR,141,6.5
"The Cat, the Reverend and the Slave",English,2009,NR,79,7.3
Mahanagar @ Kolkata,Bengali,2017,13+,97,0
Avane Srimannarayana,Kannada,2019,13+,183,7.9
Mortal Kombat Legends: Scorpion's Revenge,English,2020,18+,79,7.4
Vellai Pookal,Tamil,2019,13+,120,7.2
Palace of Silents: The Silent Movie Theatre in Los Angeles,English,2010,NR,76,0
Hera Pheri,Hindi,2000,7+,133,8.2
Paarthale Paravasam,Tamil,2001,13+,146,5.4
Perumazhakkalam,Malayalam,2004,All,111,7.1
Mana Mecchida Madadi,Kannada,1963,NR,157,7.6
Dry Day,Hindi,2017,All,6,0
Super Sketch,Telugu,2018,18+,119,6.8
Tasher Ghawr,Bengali,2020,13+,47,6
Tyagi,Hindi,1992,All,136,5.1
Mumbai Matinee,Hindi,2003,13+,115,5.2
Imaikkaa Nodigal,Tamil,2018,16+,168,7.4
The Legend of Tarzan,Hindi,2016,13+,109,6.2
Pati Parameshwar,Bengali,2014,All,131,4.6
Chinna Chinna Tappulu,Telugu,2002,NR,70,0
Deewane,Hindi,2000,13+,160,4.7
Makalkku,Malayalam,2005,All,92,6.7
Preetivaatsalya,Kannada,1984,NR,142,0
Givenchy: A Star is Born,English,2020,13+,24,0
Flight 192,English,2016,16+,85,5
Ta Ra Rum Pum,Hindi,2007,All,155,5.6
Anand,Hindi,1970,All,116,8.4
"Karl Lagerfeld, The Kaiser of Fashion",English,2020,13+,44,0
Ente Ummante Peru,Malayalam,2018,13+,128,6.7
Rajoo Dada,Hindi,1992,NR,125,3.8
Birds of Prey,English,2020,18+,108,6.1
Dwelling in Travelling,English,2020,13+,67,0
Premaanuraagam,Telugu,1999,All,169,0
Rhythm,Tamil,2000,All,141,7.5
Red Dragon,English,2002,18+,124,7.2
Rajdanda,Bengali,2017,13+,132,0
Refugee,Bengali,2017,13+,155,4.9
Take One,Bengali,2014,NR,97,5.1
Pramukhan,Malayalam,2009,NR,123,0
Alexander The Great,Malayalam,2010,NR,144,5.8
Arishina Kumkuma - 1996,Kannada,1996,NR,158,0
Tejaswini - Kannada,Kannada,1996,NR,133,0
Thousand Oru Note Paranja Katha,Malayalam,2015,All,129,2
Saaho (Telugu),Telugu,2019,13+,169,5.2
Thallana,Kannada,2013,All,109,6.6
Adam Resurrected,English,2008,16+,106,6.3
Iniyum Kadha Thudarum,Malayalam,1985,NR,139,7
Adhikar - Bengali,Bengali,1992,NR,149,0
Men in Black II,English,2002,16+,88,6.2
Khwab,Hindi,1980,All,133,6
Chandramukhi,Telugu,1990,NR,82,7.1
Little Women,Telugu,2019,All,134,7.8
LIFE STORIES,English,2020,13+,57,0
Bioscope,Marathi,2015,13+,131,5.8
Ahankaar,Hindi,1995,All,155,5.9
Aflatoon,Hindi,1997,13+,147,4.6
Kaly,Malayalam,2018,All,153,5.3
Pail Te Sumbaran,Marathi,2009,13+,129,8
Munthanai Mudichu,Tamil,1983,18+,150,6.9
Baap Numbri Beta Dus Numbri,Hindi,1990,13+,146,6
Gringo,Telugu,2018,16+,106,6.1
Asehi Ekada Vhave,Marathi,2018,NR,119,7
Chhutti Jashe Chhakka,Gujarati,2018,13+,148,0
Laal Kuthi,Bengali,2017,13+,123,0
The Goldfinch,English,2019,18+,149,6.3
Bazzimaat,Bengali,2008,NR,158,5.6
Donnie Darko,English,2001,18+,113,8
Nuclear 2.0,English,2020,13+,48,0
The Bag Man,English,2014,18+,104,5.2
Silencer,Malayalam,2020,All,104,8.1
"Spring Night, Summer Night",English,None,18+,83,0
The Smurfs 2,Tamil,2013,7+,104,5.3
Ghar Sansar,Bengali,1993,NR,153,0
Chambal,Kannada,2019,13+,109,7.4
Hello Brother,Hindi,1999,13+,128,4.7
Prince,Hindi,2010,13+,129,4.2
Sudhu Ekti Bachhar,Bengali,None,NR,134,0
Kodipunju,Telugu,2011,16+,137,0
Mumbhai Connection,Hindi,2014,NR,88,5.2
Wish You Happy Breakup,Telugu,2016,13+,105,7.4
Dumb and Dumber To,English,2014,18+,104,5.6
Minugurulu,Kannada,2014,13+,117,7.5
American Pie 2,English,2001,13+,104,6.4
A Dark Room,English,2020,13+,52,9.4
Khajoor Pe Atke,Hindi,2018,NR,118,5.6
"Liar, Liar",English,1997,16+,86,6.9
Uriyadi,Tamil,2016,18+,90,8
Black Magic,English,None,13+,105,0
The Lift,English,2020,16+,70,4.6
Resident Evil: Apocalypse,English,2004,18+,93,6.2
Maryada Ramanna,Telugu,2010,All,130,7.4
Krishna Bhakta Sudama,Bengali,1988,NR,92,0
Mahanati (Malayalam),Malayalam,2018,All,166,8.5
Percy,English,1989,NR,123,6.7
Kavi,Bengali,None,NR,124,6.9
Legend Of Buddha,Hindi,2004,All,87,6.6
Luv Ka The End,Hindi,2011,13+,106,4.8
Waqt Ki Awaz,Hindi,1988,18+,156,6.3
Unhinged,Hindi,2020,18+,90,6
Sapnay,Hindi,1997,All,142,7
Kickboxer: Retaliation,English,2018,18+,110,5
Bhalobasa Bhalobasa,Bengali,2017,13+,139,7.1
Sri Sri Ramkrishna Kathamrita,Bengali,1982,NR,122,0
One Good Turn,English,1996,18+,88,5.2
The Incredible Hulk,English,2008,13+,112,6.7
Tommy,Telugu,2015,All,105,6.6
Megh Kalo,Bengali,None,NR,109,7.2
Amma Cheppindhi,Telugu,2006,13+,142,7.2
Salt and Fire,English,2017,16+,97,4.2
Shelter,English,2019,13+,50,6.5
Welcome Back,Hindi,2015,NR,148,4.2
The Don,Malayalam,2006,18+,133,4.2
Anacondas: The Hunt for the Blood Orchid,Hindi,2004,16+,96,4.7
Baa Nanna Preethisu,Kannada,1992,NR,128,0
Aborto,Bengali,2018,13+,111,6
Karthikeya,Telugu,2014,13+,114,7.4
M Cream,Hindi,2014,18+,116,5.6
7 1/2 Phere - More Than A Wedding,Hindi,2005,All,132,5.3
Kotha Bangaru Lokam,Telugu,2008,All,149,6.9
Allari Police,Telugu,1994,NR,141,5.1
Nagordola,Bengali,2019,13+,144,7.5
Scenes from Allen’s Last Three Days on Earth as a Spirit,English,1997,NR,65,0
Agni Pariksha,Bengali,None,NR,136,0
Who Cares,English,2020,13+,79,5.3
Girlz,Marathi,2019,13+,134,4.3
Jeepers Creepers 2,Tamil,2003,18+,104,5.6
Godzilla: King of The Monsters,Hindi,2019,16+,131,6
Kapoor & Sons,Hindi,2016,13+,137,7.7
Lafangey Parindey,Hindi,2010,13+,126,5.2
Deep Six,English,2018,18+,73,4
Harry Potter and the Order of the Phoenix,Hindi,2007,13+,138,7.5
Battle for Incheon: Operation Chromite,Hindi,2016,18+,106,6.2
The Swimmer,English,None,13+,95,7.7
Kangalal Kaithu Sei,Tamil,2004,13+,145,5.5
Nanhe Jaisalmer,Hindi,2007,NR,112,0
Bidhir Bidhan,Bengali,1991,NR,148,0
Jayam Manadera,Telugu,2000,NR,151,6.3
Runaway Jury,English,2003,13+,127,7.1
Mari Wife Mari Kom,Gujarati,2017,13+,143,0
O Chinadana,Telugu,2002,NR,146,6.7
Agnivarsha,Hindi,2002,16+,129,0
Kannal Pesavaa,Tamil,2000,NR,136,0
The Odds,English,2011,18+,91,4.9
Kavikkuyil,Tamil,1977,NR,99,5.8
Don't Say a Word,English,2001,18+,113,6.3
Malasree Mamashree,Kannada,1992,NR,142,0
Nakshtra Poratam,Telugu,1993,NR,143,0
Boys and Girls,Telugu,2007,NR,105,5.4
Enduko Emo,Telugu,2018,13+,134,5.4
Walls,English,2019,13+,10,0
Back to the Future,Hindi,1985,13+,116,8.5
The Smurfs,Hindi,2011,7+,102,5.4
Meghe Dhaka Tara,Bengali,2017,13+,118,0
Om Ganapathi,Telugu,2004,NR,131,0
Motu Patlu King of Kings,Hindi,2019,All,104,6.8
Sagar Balaka,Bengali,1984,NR,110,7.4
Paap Ko Jalakar Raakh Kar Doonga,Hindi,1988,NR,153,0
Bermuda Tentacles ( Hindi ),Hindi,2014,All,89,3.5
Transformers Prime Predacons Rising,English,2019,7+,61,7.5
Udayon,Malayalam,2005,All,156,4.3
Pakeezah,Hindi,1972,All,147,7.4
NOTA,Telugu,2018,16+,144,6.4
Gulab Jamun,Bengali,2020,13+,3,0
The Expendables 2,Tamil,2012,18+,98,6.6
Batla House,Hindi,2019,13+,139,7.2
Godzilla (2014),English,2014,13+,123,6.4
Aatagallu,Telugu,2018,13+,135,5.3
You Don't Mess with the Zohan,English,2008,18+,112,5.5
Life Mein Hungama Hai,Hindi,2013,All,112,0
Aamad,Hindi,2017,All,12,5.9
A Beautiful Day in the Neighborhood,Tamil,2019,All,108,7.3
Aami Je Tomaar,Bengali,2014,13+,137,0
Chhoti Si Baat,Hindi,1976,All,115,8.3
They Came Together (2014),English,2014,18+,83,0
Crash,English,2005,18+,108,7.7
Shreelancer,Hindi,2017,13+,93,7.2
Rajakota Rahashyam,Telugu,1971,NR,130,7
Agent Sai (HIndi),Hindi,2020,13+,133,0
Hameshaa,Hindi,1997,13+,138,5.3
Balika Badhu,Hindi,1976,All,116,7
Jeepers Creepers 2,Telugu,2003,18+,104,5.6
Murder in Mississippi,English,None,NR,82,7
Jaatishwar,Bengali,2014,All,147,8
Petromax,Tamil,2019,13+,126,5.4
Mon Churi,Bengali,2017,13+,121,0
Aadmi Aur Apsara,Hindi,1991,NR,142,6.5
Super Bheem Dream Catcher,Hindi,2017,7+,66,6.2
Cheenavala,Malayalam,1975,NR,129,0
Pyar Ki Kahani,Hindi,1971,NR,148,0
Salon Kitty,English,1976,18+,125,5.4
Manu Uncle,Malayalam,1988,NR,116,7.2
Dramebaaz Kalakaar,Punjabi,2017,13+,114,0
Shift,English,2020,13+,28,7.4
Pyar Deewana,Hindi,1972,NR,135,0
Kuch Pal Pyar Ke,Hindi,2018,NR,104,4.3
Lekar Hum Deewana Dil,Hindi,2014,NR,133,4.9
China Town,Hindi,None,All,137,7.2
Zulam Ki Zanjeer,Hindi,1989,NR,125,0
Worlds Apart,English,2017,16+,114,7
Naqaab,Hindi,2007,13+,118,5.3
Aami Shey O Sakha,Bengali,1975,NR,140,6.8
Blindspotting (2018),English,2018,18+,95,7.4
Hello! Hum Lallan Bol Rahe Hain,Hindi,2010,All,109,6.2
Catch a Falling Star,English,2000,13+,85,6
Ayudha Poojai,Tamil,1995,18+,137,5.8
Dharma Sere,Kannada,1979,NR,119,6.9
Thoongathey Thambi Thoongathey,Tamil,1983,18+,137,6.4
Jawaan (Hindi),Hindi,2018,13+,104,4.7
Columbus,Telugu,2015,13+,127,7.2
All the Light in the Sky,English,2012,NR,78,6.4
CHI-RAQ,English,2015,18+,126,5.7
Thugs Of Hindostan (Hindi),Hindi,2018,16+,164,4.1
Total Siyapaa,Hindi,2014,13+,106,5
My Best Friend's Girl,English,2008,13+,100,5.9
Ek Aur Zabardust Khiladi,Hindi,2014,13+,103,6.1
Family of Cops II: A Breach of Faith,English,1997,13+,91,5.5
Nagarangalil Chennu Raparkam,Malayalam,1990,NR,155,7.1
Keezh Vaanam Sivakkum,Tamil,1981,NR,138,0
Ghare & Baire,Bengali,2018,13+,117,6.5
Bharat Ane Nenu,Telugu,2018,13+,168,7.7
Aickarakkonathe Bhishaguaranmaar,Malayalam,2018,All,127,7.8
Shesh Porjonto,Bengali,2017,13+,118,0
The Proposition,English,1997,18+,90,4.7
"The Food Race - Pesticides, GMOs and Organic Farming on the test",English,2020,13+,52,0
Jhor,Bengali,1982,All,120,0
Abhagini,Bengali,1991,All,150,6.6
Chhota Bheem Vs Aliens,Hindi,2010,All,69,7.6
Bloody Isshq,Hindi,2013,NR,139,7.5
Ek Hasina Thi,Hindi,2004,18+,132,7.5
A Teacher,English,2013,NR,75,6.9
Prem Pujari,Bengali,2017,13+,131,7
W/o V. Vara Prasad,Telugu,1998,NR,124,6.3
Sunayani,Bengali,1979,All,105,2.8
Vadhu Doctoranu,Malayalam,1994,NR,134,6
Dr. Seuss' The Lorax,Hindi,2012,7+,86,6.4
Alamara,Malayalam,2017,All,126,5.3
Baazigar,Hindi,1993,13+,170,7.7
Baadshah,Telugu,2013,13+,164,6.4
Kakkakum Poochakkum Kalyanam,Malayalam,1995,NR,153,5.3
Desh Ni Koi Sarhad Prem Ne Roki Sakti Nathi,Gujarati,2015,13+,161,0
Jessabelle,English,2014,13+,90,5.4
Aik,Marathi,2012,13+,115,4.9
Abhimaan,Bengali,2016,All,138,0
Laavaan Phere,Punjabi,2018,13+,122,5.4
Uma,Bengali,2018,13+,146,7.3
23rd March 1931 Shaheed,Hindi,2002,All,187,5.1
Sin Sister,Bengali,2020,13+,90,5.4
Empire State,English,2013,16+,90,5.2
Get Duked!,English,2020,16+,86,6.2
Kidnap,Bengali,2019,13+,124,5.1
E Ee,Telugu,2017,13+,148,7.2
The Purge: Anarchy,Hindi,2014,18+,103,6.4
Chitthi,Marathi,2018,NR,102,7.7
JFK,English,1991,18+,205,8
Himmat,Hindi,1996,18+,171,4.6
Aayiram Poi,Tamil,1969,NR,160,7
Bounty Hunters,Telugu,2016,13+,105,5.4
Jatha Kalise,Telugu,2015,All,126,0
Vajrayudham,Telugu,1985,NR,141,6.5
Marna Mrudangam,Telugu,1988,NR,137,7.5
Meghe Dhaka Tara,Bengali,2018,13+,168,0
Do Phool,Hindi,1973,NR,139,6.8
Wake Of Death,Bengali,2004,16+,84,5.7
Sati Sakkubai,Telugu,None,NR,164,0
Kuchh Meetha Ho Jaye,Hindi,2005,All,125,3.4
Trapped,Hindi,2017,13+,101,7.6
Idu Sadhya,Kannada,1989,NR,92,7.2
Kinnerasani,Telugu,1999,NR,80,0
Forrest Gump,English,1994,13+,142,8.8
Priyam,Malayalam,2000,NR,143,5.7
Khaniker Atithi,Bengali,None,NR,106,8.4
Drive Angry,Marathi,2011,18+,100,5.4
Mutton Paya Soup,Bengali,2020,13+,3,0
Rishton Ki Saanjh,Hindi,2017,NR,107,0
Kasu Mela Kasu,Tamil,2018,All,124,None
Rudra: The Magical Painting,Hindi,2020,7+,44,0
Whistle,Tamil,2003,13+,153,5.5
Ladai,Bengali,1990,NR,126,0
Pongadi Neengalum Unga Kaadhalum,Tamil,2014,All,135,0
Aa Namo Bahu Nade Chhe,Gujarati,2016,All,128,0
Air Strike,English,2018,18+,97,3.2
Mukherjee Dar Bou,Bengali,2019,13+,125,7.9
Basanta Bilap,Bengali,2017,13+,117,7.7
"Lamalera, The Ultimate Battle",English,2020,13+,53,0
Underworld Awakening,Hindi,2012,18+,88,6.4
Tom and Jerry: The Movie,English,1993,All,83,5.4
Dragon Blade,Telugu,2015,13+,127,6
Thank You For Your Service,English,2017,18+,105,6.5
Rebecca Uthup Kizhakkemala,Malayalam,2013,All,140,4.1
Banallu Neene Buviyallu Neene,Kannada,2001,NR,155,0
Saaransh,Hindi,1984,13+,131,8.2
Ami Mantri Habo,Bengali,2011,13+,146,3.3
Annabelle: Creation,English,2017,13+,109,6.5
Stark Fear,English,None,NR,86,5.4
Barsaat Ki Ek Raat,Hindi,1981,All,141,6.3
Vincent N Roxxy,English,2017,18+,101,5.6
"Shesha Drushti, The Last Vision",English,1997,NR,123,0
Nenorakam,Telugu,2017,13+,117,5.4
8 X 10 Tasveer,Hindi,2009,All,119,5.4
Glamour,Telugu,2010,NR,121,0
Tum,Hindi,2004,18+,141,2.4
Tingu Rangadu,Telugu,1982,NR,104,5.6
Kabrastan,Hindi,1988,NR,111,3.7
A Boy Called Sailboat,English,2018,13+,86,6.8
Agni Sanskar,Bengali,None,NR,117,6.9
Kabaddi - Once Again,Punjabi,2012,13+,160,6.6
Perfect Stranger,English,2007,18+,108,5.7
Ra.One - Tamil,Tamil,2011,NR,155,0
Premada Daha,Kannada,2000,NR,116,0
Shesh Theke Shuru,Bengali,2019,All,136,4.8
Buddha Mil Gaya,Hindi,1971,All,138,7
REDLINE,Hindi,2007,16+,92,4
Subho Drishti,Bengali,2017,13+,143,0
Neel Kamal,Hindi,None,All,170,6.9
Spider-Man 3,English,2007,13+,139,6.2
Talav,Marathi,2017,13+,112,8.3
PINK,Hindi,2016,13+,130,8.1
Dia,Kannada,2020,All,135,8.1
Bhamane Satyabhamane,Telugu,1996,All,158,7.9
Deewana Main Deewana,Hindi,2013,All,107,2.4
Putham Pudhu Kaalai,Tamil,2020,16+,129,6.9
Cocktail,Bengali,2017,13+,120,5.9
Dost,Hindi,1974,NR,162,0
Troy,English,2004,18+,162,7.3
Chhoti Si Baat,Hindi,1975,All,113,8.3
Motu Patlu in Octopus World,Hindi,2020,All,80,0
Sithir Sindoor,Bengali,2017,13+,156,0
Charlie and the Chocolate Factory,Hindi,2005,All,114,6.6
U Me Aur Hum,Hindi,2008,NR,162,5.9
Scouts Guide to the Zombie Apocalypse,English,2015,18+,92,6.3
The Gruffalo’s Child,Hindi,2011,All,26,0
Haripada Bandwala,Bengali,2017,13+,139,4.4
Legend,English,2015,18+,131,6.9
Man of Steel (2013),Tamil,2013,13+,142,7
Eedu Gold Ehe,Telugu,2016,13+,135,4.6
Naya Daur,Hindi,None,All,161,8
Kaun Sachha Kaun Jhootha,Hindi,1997,13+,130,5.9
Into The Wild,English,2007,18+,148,8.1
Aishwarya,Kannada,2006,NR,135,5.3
Wrath of the Titans,Hindi,2012,13+,99,5.7
Pride On The Tundra,English,2020,13+,46,0
Kushi,Telugu,2001,All,176,7.4
Stop the Pounding Heart,English,2013,7+,101,0
Langar,Marathi,2012,13+,116,0
Street Fighter: Assassin's Fist,English,2014,16+,100,7.4
Cold Skin,Tamil,2018,16+,102,6
Kill Line,English,1991,18+,92,3.4
The Bumble Nums 2 - Super Simple,English,2019,All,55,0
Mighty Raju - Superhero School,Hindi,2019,All,65,0
Nawab,Bengali,2017,13+,138,0
Balakrishnudu,Telugu,2017,13+,136,4.7
Jashoda,Bengali,2019,All,124,0
Bombai Ka Babu,Hindi,None,NR,137,7.1
Paapi,Bengali,1990,NR,138,7.3
Dil Deewana,Telugu,2014,All,125,6.8
Chandigarh Amritsar Chandigarh,Punjabi,2019,All,106,7.4
13 Hours: The Secret Soldiers of Benghazi,English,2016,18+,144,7.3
Brochevaruevarura,Telugu,2019,All,138,8
Leatherface,English,2017,18+,87,5
The Past,Hindi,2018,18+,119,3.4
Tevar,Hindi,2015,NR,156,4.1
Guru Sishyan,Tamil,1988,NR,139,2.7
Prayanam,Telugu,2009,All,115,7.1
Bhet,Marathi,2002,All,139,7
Manmadhan,Tamil,2004,All,151,7.1
ISHQAA,Punjabi,2019,13+,128,3.9
College Campus,Telugu,2011,NR,118,0
Devika,Bengali,1985,NR,117,0
Jamai no. 1,Bengali,2017,13+,160,0
Bahu Begum,Hindi,None,All,161,6.4
Khichik,Marathi,2019,13+,119,6.3
Manjari Opera,Bengali,1970,NR,142,7.5
Aaha Kalyanam (Telugu Dubbed),Telugu,2014,13+,141,0
Falooda,Hindi,2018,NR,121,3.3
Veetula Raman Veliyila Krishnan,Tamil,1983,NR,137,0
Ankur Arora Murder Case,Hindi,2013,13+,127,6.5
Deewaar,Hindi,2004,13+,160,6.1
Rush Hour 3,English,2007,16+,90,6.2
Suicide Squad,English,2016,13+,122,6
"Hunan, The Other World of the Avatar",English,2019,13+,52,0
Daav Thai Gayo Yaar,Gujarati,2016,All,121,6.7
Inquilaab,Hindi,1984,18+,165,5.9
The Purge,Hindi,2013,18+,85,5.7
Shesh Bichar,Bengali,2017,13+,129,0
Mei,Tamil,2019,All,105,5.7
Mr. Pellikoduku,Telugu,2013,All,137,5.1
Prema Katha Chitram,Telugu,2013,13+,122,7.1
Afsar,Punjabi,2018,13+,126,4.4
Sethum Aayiram Pon,Tamil,2019,All,98,7.2
NTR: Kathanayakudu,Telugu,2019,All,166,5.7
Wonderland,English,2003,18+,104,0
Bahu Beti,Hindi,None,NR,132,6.5
The Lost World: Jurassic Park,English,1997,16+,128,6.6
Kaala Patthar,Hindi,1979,All,171,7.7
Dashavathara,Kannada,1960,NR,174,6.4
Mighty Raju - Time Travel,Hindi,2019,All,64,0
Shirdi Sai,Telugu,2012,All,142,6.8
Jodi,Telugu,2019,All,133,6.2
Rakta Charitra,Hindi,2010,13+,107,7.6
Nallavanukku Nallavan,Tamil,1984,All,157,6.9
Peechha Karro,Hindi,1986,All,114,6.5
"Crazy, Stupid, Love.",English,2011,13+,117,7.4
The Founder,English,2016,16+,115,7.2
Dunkirk,English,2017,16+,106,7.8
Ariyaathe,Malayalam,1998,NR,90,0
"King of Comedy, The",English,1983,7+,108,7.8
Operation Red Sea,Telugu,2018,18+,131,6.7
Soorarai Pottru (Malayalam),Malayalam,2020,16+,149,8.6
Gunday,Hindi,2014,13+,152,2.4
Dhanni Meye,Bengali,2017,13+,132,0
Himmatvar,Hindi,1996,NR,149,5.3
Ashiqui Not Allowed,Punjabi,2013,13+,126,5.6
Gharer Bou,Bengali,1990,NR,121,0
Tera Mera Ki Rishta,Punjabi,2009,NR,166,7
Fakta Saatvi Pass,Marathi,2012,All,125,0
Bandhana,Kannada,1984,NR,139,7.4
Jukti Takko Aar Gappo,Bengali,2017,13+,113,0
Ee Kanni Koodi,Malayalam,1990,NR,138,7.3
Tweepee in Turkey,Gujarati,2017,All,78,0
Parole,Malayalam,2018,All,146,5.3
Batman v Superman: Dawn of Justice,Tamil,2016,13+,151,6.4
No.1 Mr. Perfect,Hindi,2013,All,120,7.1
The Hangover Part II,English,2011,18+,101,6.5
Shaan,Hindi,1980,All,166,7.1
College Of Sex,Tamil,1988,NR,51,3
Mutton Sukka,Bengali,2020,13+,4,0
The Chamber,English,2020,13+,27,6
Raja Babu,Hindi,1994,All,144,6.3
Qatil Haseeno Ka,Hindi,2001,NR,113,3.5
Dahavi Fa,Marathi,2002,All,143,7.8
Piprabidya,Bengali,2020,13+,91,6.2
Norm Of The North,Tamil,2016,7+,86,3.4
Message in a Plastic Bottle,English,2020,13+,22,0
Magic Lamp,Malayalam,2008,NR,107,2.4
A Beautiful Mind,English,2001,13+,135,8.2
The Passage,English,2011,NR,89,7.3
Jai Sriram,Telugu,2013,NR,120,5.4
Vinara Sodara Veera Kumara,Tamil,2019,13+,145,7.4
Knock Knock,Hindi,2015,18+,99,4.9
Naach Nagini Naach Re,Bengali,1996,NR,157,5.7
Minister Fatakesto,Bengali,2017,13+,136,0
A Aa E Ee,Tamil,2009,All,138,5.9
Damini,Hindi,1993,All,150,7.8
The Bath Song & More Kids Songs - Super Simple Songs,English,2017,All,41,8.4
Loving Pablo,English,2018,18+,123,6.3
Kerala House Udan Vilpanakku,Malayalam,2004,NR,121,3.8
Beauty and the Beast,Telugu,2016,7+,113,6.4
Malibu Shark Attack,Bengali,2009,18+,86,3.2
Love & Other Drugs,English,2010,18+,112,6.7
Hello Brother,Telugu,1994,All,158,4.7
Ajintha,Marathi,2012,All,130,5.7
Fight Club,English,2020,13+,43,8.8
Poorna,Hindi,2017,All,99,7.8
Masti,Hindi,2004,18+,152,6.2
After Earth,English,2013,13+,99,4.8
Overcomer,Telugu,2019,7+,119,6.7
Sardari Begum,Hindi,1996,13+,116,6.6
Lakhon Mein Ek,Hindi,1971,All,155,7
Modati Anubhavam,Telugu,1992,NR,47,0
Killers,English,2010,13+,100,5.5
Bhoomi,Hindi,2017,13+,133,5.3
Maa Tujhhe Salaam,Hindi,2002,13+,162,3.5
Universal Soldier: Regeneration,English,2010,18+,96,5.2
C/O Kancharapalem,Telugu,2018,13+,146,9
Sankranthi,Kannada,1989,NR,130,6.3
The Bone Snatcher,English,2003,18+,90,4.4
Mission: Impossible,English,1996,7+,110,7.1
Yuvaraju,Telugu,2000,All,165,5.7
"Ek Nirnay- Swatahcha, Swatahsathi.",Marathi,2019,All,140,6.5
Passport,Gujarati,2016,All,122,5.8
Sex and the City: The Movie,English,2008,18+,145,5.6
The Raid 2,Telugu,2014,18+,144,8
Naan Kadavul,Tamil,2009,18+,134,7.8
Ek Chiltey Sindoor,Bengali,2004,NR,142,0
